,觀測時間(day),測站氣壓(hPa),海平面氣壓(hPa),測站最高氣壓(hPa),測站最高氣壓時間(LST),測站最低氣壓(hPa),測站最低氣壓時間(LST),氣溫(℃),最高氣溫(℃),最高氣溫時間(LST),最低氣溫(℃),最低氣溫時間(LST),露點溫度(℃),相對溼度(%),最小相對溼度(%),最小相對溼度時間(LST),風速(m/s),風向(360degree),最大陣風(m/s),最大陣風風向(360degree),最大陣風風速時間(LST),降水量(mm),降水時數(hour),最大十分鐘降水量(mm),最大十分鐘降水量起始時間(LST),最大六十分鐘降水量(mm),最大六十分鐘降水量起始時間(LST),日照時數(hour),日照率(%),全天空日射量(MJ/㎡),能見度(km),A型蒸發量(mm),日最高紫外線指數,日最高紫外線指數時間(LST),總雲量(0~10)
72,20100314,1012.4,1015.5,1013.8,2010-03-14 08:16,1010.0,2010-03-14 15:25,26.4,30.7,2010-03-14 10:42,22.4,2010-03-14 06:08,19.7,67,55,2010-03-14 10:42,2.5,190,10.6,210,2010-03-14 17:06,0.0,0.0,0.0,...,0.0,...,9.1,76.5,18.47,6.1,...,7,2010-03-14 13:00,3.8
73,20100315,1012.3,1015.4,1014.0,2010-03-15 10:00,1010.5,2010-03-15 14:38,26.5,30.4,2010-03-15 12:11,24.3,2010-03-15 05:36,21.2,73,59,2010-03-15 12:11,2.6,20,8.5,220,2010-03-15 14:33,0.0,0.0,0.0,...,0.0,...,8.7,73.0,17.86,10.8,...,7,2010-03-15 12:00,3.0
74,20100316,1016.3,1019.4,1018.8,2010-03-16 22:59,1013.5,2010-03-16 03:49,21.1,25.2,2010-03-16 00:32,18.2,2010-03-16 22:58,14.6,67,53,2010-03-16 14:47,5.1,10,14.4,20,2010-03-16 07:05,0.0,0.0,0.0,...,0.0,...,3.6,30.1,13.39,4.5,...,5,2010-03-16 12:00,7.8
75,20100317,1018.2,1021.4,1020.4,2010-03-17 09:52,1016.3,2010-03-17 15:24,21.4,26.4,2010-03-17 12:52,18.3,2010-03-17 00:01,14.4,65,54,2010-03-17 11:49,3.8,20,9.9,350,2010-03-17 14:52,0.0,0.0,0.0,...,0.0,...,4.7,39.3,14.41,5.5,...,5,2010-03-17 13:00,5.3
76,20100318,1016.3,1019.5,1018.5,2010-03-18 08:10,1014.1,2010-03-18 16:42,22.3,28.9,2010-03-18 12:38,18.5,2010-03-18 04:26,15.6,66,46,2010-03-18 12:38,3.5,20,10.4,20,2010-03-18 06:20,0.0,0.0,0.0,...,0.0,...,8.4,68.4,16.11,4.9,...,6,2010-03-18 12:00,1.5
77,20100319,1013.1,1016.2,1015.5,2010-03-19 00:11,1011.4,2010-03-19 17:12,24.0,28.6,2010-03-19 11:40,19.7,2010-03-19 05:31,17.7,68,53,2010-03-19 11:40,1.6,30,6.9,290,2010-03-19 12:38,0.0,0.0,0.0,...,0.0,...,7.6,63.3,16.79,2.7,...,6,2010-03-19 13:00,1.1
78,20100320,1010.3,1013.4,1012.0,2010-03-20 00:01,1008.8,2010-03-20 14:45,25.7,30.4,2010-03-20 13:41,22.3,2010-03-20 04:33,20.1,71,55,2010-03-20 13:38,2.8,190,14.5,200,2010-03-20 11:26,0.0,0.0,0.0,...,0.0,...,9.5,78.9,18.01,7.2,...,7,2010-03-20 12:00,2.9
79,20100321,1010.8,1013.9,1012.3,2010-03-21 09:04,1009.3,2010-03-21 15:26,25.0,29.0,2010-03-21 10:46,22.6,2010-03-21 22:51,19.4,72,58,2010-03-21 15:23,3.1,20,8.9,310,2010-03-21 13:34,0.0,0.0,0.0,...,0.0,...,2.1,17.4,11.43,4.0,...,3,2010-03-21 13:00,7.6
80,20100322,1010.5,1013.6,1012.0,2010-03-22 10:09,1008.8,2010-03-22 15:39,24.9,28.9,2010-03-22 14:23,21.9,2010-03-22 06:00,18.3,67,59,2010-03-22 10:58,2.9,20,8.1,340,2010-03-22 13:11,0.0,0.0,0.0,...,0.0,...,3.5,29.0,14.32,3.7,...,4,2010-03-22 14:00,6.1
81,20100323,1008.3,1011.4,1010.7,2010-03-23 08:10,1005.5,2010-03-23 15:06,26.4,31.2,2010-03-23 10:59,22.0,2010-03-23 05:16,20.3,70,52,2010-03-23 10:58,3.3,200,11.2,210,2010-03-23 13:17,0.0,0.0,0.0,...,0.0,...,10.5,86.7,20.40,7.4,...,7,2010-03-23 12:00,2.0
82,20100324,1008.1,1011.2,1009.8,2010-03-24 08:14,1005.8,2010-03-24 16:13,26.5,29.8,2010-03-24 12:46,24.4,2010-03-24 05:23,21.6,75,65,2010-03-24 12:46,2.1,250,8.3,260,2010-03-24 12:50,0.0,0.0,0.0,...,0.0,...,6.6,54.4,15.47,11.0,...,7,2010-03-24 13:00,4.0
83,20100325,1011.9,1015.0,1015.5,2010-03-25 23:17,1008.5,2010-03-25 00:04,18.8,24.7,2010-03-25 00:13,14.2,2010-03-25 20:59,12.5,67,55,2010-03-25 13:12,7.4,20,21.1,30,2010-03-25 11:35,0.0,0.0,0.0,...,0.0,...,1.1,9.1,7.88,9.3,...,4,2010-03-25 11:00,9.4
84,20100326,1015.7,1018.9,1018.0,2010-03-26 21:47,1013.5,2010-03-26 03:34,17.9,23.1,2010-03-26 13:23,14.6,2010-03-26 00:09,9.9,60,53,2010-03-26 01:44,2.8,20,10.4,360,2010-03-26 00:13,0.0,0.0,0.0,...,0.0,...,0.6,4.9,7.64,7.5,...,4,2010-03-26 14:00,8.3
85,20100327,1016.9,1020.1,1019.3,2010-03-27 08:12,1014.8,2010-03-27 16:00,19.7,25.9,2010-03-27 12:06,14.8,2010-03-27 05:25,12.1,62,45,2010-03-27 11:46,3.3,20,11.5,340,2010-03-27 14:40,0.0,0.0,0.0,...,0.0,...,9.4,77.1,18.19,4.1,...,6,2010-03-27 12:00,0.1
86,20100328,1015.9,1019.1,1017.7,2010-03-28 08:41,1013.8,2010-03-28 15:45,20.6,25.8,2010-03-28 13:45,16.7,2010-03-28 06:26,12.8,62,47,2010-03-28 14:42,3.8,20,11.3,20,2010-03-28 16:05,0.0,0.0,0.0,...,0.0,...,5.9,48.3,15.61,5.1,...,5,2010-03-28 12:00,3.6
87,20100329,1016.3,1019.5,1017.8,2010-03-29 08:26,1014.5,2010-03-29 14:34,21.8,27.6,2010-03-29 14:21,16.7,2010-03-29 05:44,12.8,57,41,2010-03-29 12:52,2.5,30,7.9,310,2010-03-29 15:39,0.0,0.0,0.0,...,0.0,...,8.2,67.0,18.68,7.5,...,6,2010-03-29 13:00,6.0
88,20100330,1015.9,1019.1,1017.8,2010-03-30 09:38,1013.8,2010-03-30 15:56,22.1,26.7,2010-03-30 12:01,19.4,2010-03-30 06:24,15.9,68,53,2010-03-30 11:19,2.7,20,7.5,350,2010-03-30 15:34,0.0,0.0,0.0,...,0.0,...,5.8,47.3,15.23,5.1,...,5,2010-03-30 13:00,6.8
89,20100331,1013.7,1016.9,1016.5,2010-03-31 00:01,1011.7,2010-03-31 16:04,23.7,28.3,2010-03-31 11:18,19.5,2010-03-31 05:21,15.5,61,44,2010-03-31 12:56,2.2,20,8.8,310,2010-03-31 13:00,0.0,0.0,0.0,...,0.0,...,8.5,69.2,18.28,5.8,...,6,2010-03-31 13:00,2.8
90,20100401,1011.2,1014.3,1013.0,2010-04-01 00:01,1009.3,2010-04-01 14:43,25.3,29.7,2010-04-01 11:17,21.7,2010-04-01 04:21,18.7,67,49,2010-04-01 11:13,2.2,220,11.6,220,2010-04-01 14:45,0.0,0.0,0.0,...,0.0,...,9.9,80.4,20.18,7.4,...,7,2010-04-01 13:00,0.6
91,20100402,1011.8,1014.9,1014.7,2010-04-02 23:37,1009.3,2010-04-02 02:21,23.6,28.5,2010-04-02 12:01,18.9,2010-04-02 23:57,18.2,72,59,2010-04-02 12:01,3.9,10,11.2,330,2010-04-02 13:12,0.0,0.0,0.0,...,0.0,...,2.9,23.5,13.13,7.0,...,6,2010-04-02 12:00,8.1
92,20100403,1014.2,1017.3,1016.0,2010-04-03 09:52,1012.2,2010-04-03 15:40,21.6,27.2,2010-04-03 15:17,17.9,2010-04-03 03:58,15.8,70,56,2010-04-03 15:17,3.6,20,9.9,20,2010-04-03 03:58,0.0,0.0,0.0,...,0.0,...,3.1,25.1,13.00,5.9,...,5,2010-04-03 13:00,8.1
93,20100404,1011.7,1014.8,1014.3,2010-04-04 00:01,1009.0,2010-04-04 16:33,22.7,27.7,2010-04-04 15:10,19.6,2010-04-04 05:19,17.7,74,60,2010-04-04 14:49,3.5,10,9.6,360,2010-04-04 03:01,0.0,0.0,0.0,...,0.0,...,5.0,40.4,16.15,2.9,...,5,2010-04-04 12:00,4.8
94,20100405,1009.8,1012.9,1011.7,2010-04-05 07:21,1008.2,2010-04-05 14:34,23.8,28.3,2010-04-05 10:47,20.6,2010-04-05 00:01,18.5,73,60,2010-04-05 10:30,3.0,30,11.1,350,2010-04-05 12:20,0.0,0.0,0.0,...,0.0,...,5.7,46.0,15.84,3.8,...,6,2010-04-05 13:00,5.1
95,20100406,1010.1,1013.2,1012.2,2010-04-06 23:48,1007.7,2010-04-06 15:25,24.5,28.6,2010-04-06 15:39,21.7,2010-04-06 03:39,19.8,76,63,2010-04-06 15:54,2.5,50,9.5,30,2010-04-06 19:42,T,0.1,T,2010-04-06 23:55,T,2010-04-06 23:55,0.4,3.2,9.09,2.4,...,3,2010-04-06 13:00,7.1
96,20100407,1013.4,1016.5,1016.0,2010-04-07 21:22,1011.2,2010-04-07 03:46,22.4,27.9,2010-04-07 13:51,19.4,2010-04-07 06:40,16.7,70,59,2010-04-07 13:57,4.0,30,10.3,40,2010-04-07 21:18,2.0,2.1,1.0,2010-04-07 00:06,1.0,2010-04-07 00:01,3.8,30.5,15.71,5.4,...,7,2010-04-07 12:00,7.1
97,20100408,1012.1,1015.3,1014.8,2010-04-08 00:01,1009.2,2010-04-08 15:55,19.8,23.3,2010-04-08 10:21,17.6,2010-04-08 18:08,14.4,71,62,2010-04-08 09:20,3.0,60,10.7,40,2010-04-08 19:41,0.1,0.3,0.1,2010-04-08 17:50,0.1,2010-04-08 17:50,0.0,0.0,4.26,6.0,...,2,2010-04-08 12:00,9.3
98,20100409,1009.9,1013.1,1011.8,2010-04-09 00:37,1007.2,2010-04-09 14:58,21.9,28.0,2010-04-09 12:08,17.3,2010-04-09 05:43,16.2,71,54,2010-04-09 11:50,4.2,40,11.9,40,2010-04-09 01:18,0.0,0.0,0.0,...,0.0,...,11.1,88.9,22.47,6.6,...,8,2010-04-09 13:00,2.5
99,20100410,1009.6,1012.7,1011.5,2010-04-10 07:18,1006.8,2010-04-10 16:30,24.0,31.3,2010-04-10 11:53,19.3,2010-04-10 01:01,17.2,67,44,2010-04-10 11:20,2.8,60,9.3,260,2010-04-10 16:17,0.0,0.0,0.0,...,0.0,...,10.3,82.3,21.53,4.6,...,7,2010-04-10 12:00,0.8
100,20100411,1007.6,1010.7,1009.5,2010-04-11 00:01,1005.2,2010-04-11 15:44,26.8,31.6,2010-04-11 12:17,23.1,2010-04-11 05:21,19.7,66,50,2010-04-11 15:25,3.8,190,15.8,200,2010-04-11 14:07,0.0,0.0,0.0,...,0.0,...,9.0,71.8,17.45,8.3,...,5,2010-04-11 13:00,1.8
101,20100412,1008.6,1011.6,1010.0,2010-04-12 07:55,1007.0,2010-04-12 17:06,27.8,33.0,2010-04-12 12:35,23.6,2010-04-12 04:53,20.7,66,47,2010-04-12 10:41,2.2,170,9.2,330,2010-04-12 16:41,0.0,0.0,0.0,...,0.0,...,10.8,86.0,20.99,13.4,...,8,2010-04-12 13:00,1.4
102,20100413,1011.9,1015.0,1015.0,2010-04-13 22:43,1009.5,2010-04-13 00:01,26.5,33.9,2010-04-13 13:04,21.0,2010-04-13 23:59,19.7,67,46,2010-04-13 13:04,4.3,50,11.4,320,2010-04-13 13:59,0.0,0.0,0.0,...,0.0,...,9.8,77.9,20.68,7.1,...,8,2010-04-13 13:00,2.8
103,20100414,1013.5,1016.7,1015.7,2010-04-14 08:41,1010.5,2010-04-14 15:17,23.0,28.4,2010-04-14 13:33,19.4,2010-04-14 05:24,16.3,67,53,2010-04-14 12:06,4.9,20,12.9,20,2010-04-14 02:04,0.0,0.0,0.0,...,0.0,...,10.1,80.2,20.31,6.3,...,8,2010-04-14 12:00,5.3
104,20100415,1013.5,1016.7,1017.0,2010-04-15 22:15,1011.5,2010-04-15 16:19,20.3,24.5,2010-04-15 12:22,15.9,2010-04-15 23:06,15.0,72,58,2010-04-15 12:22,5.4,20,14.7,60,2010-04-15 14:54,1.0,1.8,0.5,2010-04-15 21:13,1.0,2010-04-15 21:03,2.4,19.0,13.97,4.8,...,7,2010-04-15 13:00,9.1
105,20100416,1015.7,1018.9,1017.0,2010-04-16 09:25,1013.8,2010-04-16 01:54,19.2,23.6,2010-04-16 14:04,15.5,2010-04-16 05:12,13.1,68,57,2010-04-16 13:32,3.8,20,10.1,30,2010-04-16 15:35,T,1.0,T,2010-04-16 02:40,T,2010-04-16 01:50,0.6,4.7,11.58,4.6,...,6,2010-04-16 12:00,8.9
106,20100417,1016.1,1019.3,1017.8,2010-04-17 08:13,1014.8,2010-04-17 16:12,21.6,25.3,2010-04-17 13:35,18.1,2010-04-17 02:58,15.1,67,56,2010-04-17 11:58,3.1,50,9.1,50,2010-04-17 17:41,0.0,0.0,0.0,...,0.0,...,0.7,5.5,9.62,5.1,...,4,2010-04-17 12:00,8.1
107,20100418,1013.6,1016.7,1016.0,2010-04-18 00:04,1010.7,2010-04-18 17:41,23.1,27.0,2010-04-18 14:53,19.7,2010-04-18 02:56,17.4,71,56,2010-04-18 15:21,3.1,30,8.0,30,2010-04-18 00:23,0.4,0.6,0.3,2010-04-18 21:03,0.4,2010-04-18 21:03,0.3,2.4,9.32,2.8,...,6,2010-04-18 11:00,9.0
108,20100419,1009.6,1012.7,1011.6,2010-04-19 00:02,1007.3,2010-04-19 15:31,26.3,31.0,2010-04-19 11:57,21.6,2010-04-19 03:00,20.2,70,55,2010-04-19 09:52,3.3,210,12.3,210,2010-04-19 15:29,0.0,0.0,0.0,...,0.0,...,10.6,83.4,20.74,7.5,...,9,2010-04-19 12:00,3.9
109,20100420,1008.8,1011.9,1010.3,2010-04-20 09:19,1007.0,2010-04-20 15:54,27.0,30.9,2010-04-20 12:42,24.7,2010-04-20 05:41,21.1,70,61,2010-04-20 12:01,2.7,220,9.8,210,2010-04-20 12:08,0.0,0.0,0.0,...,0.0,...,9.7,76.2,20.56,12.6,...,10,2010-04-20 13:00,4.3
110,20100421,1008.6,1011.6,1010.3,2010-04-21 08:50,1006.3,2010-04-21 15:59,28.1,31.9,2010-04-21 12:23,24.5,2010-04-21 05:31,20.9,65,55,2010-04-21 12:10,4.0,200,14.4,190,2010-04-21 14:50,0.0,0.0,0.0,...,0.0,...,10.0,78.4,21.59,8.9,...,9,2010-04-21 12:00,2.6
111,20100422,1009.2,1012.3,1012.0,2010-04-22 21:02,1007.3,2010-04-22 03:43,28.2,31.7,2010-04-22 10:57,25.5,2010-04-22 05:42,20.7,64,49,2010-04-22 12:08,2.5,170,8.1,240,2010-04-22 10:42,0.0,0.0,0.0,...,0.0,...,11.4,89.3,22.38,11.8,...,9,2010-04-22 13:00,2.8
112,20100423,1011.7,1014.9,1014.0,2010-04-23 21:29,1008.8,2010-04-23 02:55,20.6,27.3,2010-04-23 00:01,17.4,2010-04-23 20:31,15.8,75,62,2010-04-23 00:01,4.0,20,12.0,10,2010-04-23 17:44,20.5,7.3,3.0,2010-04-23 12:46,8.5,2010-04-23 12:41,0.0,0.0,1.24,6.1,...,1,2010-04-23 11:00,9.0
113,20100424,1013.7,1016.9,1015.3,2010-04-24 22:06,1011.8,2010-04-24 02:11,20.4,22.8,2010-04-24 17:16,17.7,2010-04-24 00:37,15.1,72,63,2010-04-24 09:07,1.2,20,5.1,360,2010-04-24 20:45,T,0.4,T,2010-04-24 10:02,T,2010-04-24 10:02,0.0,0.0,3.10,4.9,...,2,2010-04-24 13:00,8.9
114,20100425,1014.3,1017.4,1016.0,2010-04-25 21:48,1012.5,2010-04-25 15:40,23.3,28.0,2010-04-25 12:14,19.6,2010-04-25 01:57,16.6,67,48,2010-04-25 15:33,2.4,10,7.9,330,2010-04-25 15:09,0.0,0.0,0.0,...,0.0,...,7.6,59.2,20.19,3.9,...,7,2010-04-25 13:00,6.6
115,20100426,1013.2,1016.3,1015.3,2010-04-26 00:04,1011.7,2010-04-26 15:27,24.7,30.6,2010-04-26 12:50,20.7,2010-04-26 06:03,18.3,69,46,2010-04-26 13:57,3.2,20,9.4,10,2010-04-26 19:34,0.0,0.0,0.0,...,0.0,...,7.7,59.9,20.00,3.5,...,8,2010-04-26 13:00,5.9
116,20100427,1011.9,1015.0,1013.5,2010-04-27 09:44,1010.3,2010-04-27 16:33,24.3,27.4,2010-04-27 14:55,22.1,2010-04-27 05:25,18.3,69,59,2010-04-27 14:55,3.2,10,8.9,10,2010-04-27 12:38,0.0,0.0,0.0,...,0.0,...,0.2,1.6,9.13,7.1,...,4,2010-04-27 15:00,9.3
117,20100428,1011.3,1014.4,1012.8,2010-04-28 09:02,1010.0,2010-04-28 17:04,24.2,25.3,2010-04-28 09:41,23.0,2010-04-28 14:42,20.5,80,71,2010-04-28 00:03,1.6,20,6.6,10,2010-04-28 12:45,0.6,3.0,0.3,2010-04-28 11:50,0.4,2010-04-28 11:01,0.0,0.0,5.48,3.3,...,2,2010-04-28 11:00,9.9
118,20100429,1012.2,1015.3,1015.2,2010-04-29 22:20,1010.2,2010-04-29 15:06,24.6,28.3,2010-04-29 13:01,22.4,2010-04-29 05:11,20.3,78,60,2010-04-29 12:59,2.6,10,8.0,20,2010-04-29 08:14,0.5,1.3,0.5,2010-04-29 21:40,0.5,2010-04-29 21:40,0.2,1.5,9.45,3.8,...,5,2010-04-29 11:00,9.1
119,20100430,1013.8,1016.9,1015.5,2010-04-30 06:48,1011.5,2010-04-30 15:46,22.5,26.2,2010-04-30 15:36,18.3,2010-04-30 05:09,17.6,74,61,2010-04-30 15:06,2.9,20,13.8,20,2010-04-30 00:56,3.0,4.1,1.0,2010-04-30 05:05,2.5,2010-04-30 04:20,0.9,7.0,9.59,9.9,...,5,2010-04-30 11:00,7.5
120,20100501,1012.4,1015.5,1014.3,2010-05-01 09:35,1010.2,2010-05-01 16:38,24.7,29.5,2010-05-01 13:32,20.7,2010-05-01 05:19,17.3,65,44,2010-05-01 13:29,2.4,10,9.6,270,2010-05-01 13:29,0.0,0.0,0.0,...,0.0,...,8.3,64.1,19.91,7.5,...,9,2010-05-01 12:00,4.9
121,20100502,1009.8,1012.9,1011.8,2010-05-02 08:56,1007.7,2010-05-02 16:32,25.6,30.4,2010-05-02 14:25,22.1,2010-05-02 04:57,18.3,66,38,2010-05-02 11:40,2.6,330,8.5,360,2010-05-02 11:25,0.0,0.0,0.0,...,0.0,...,7.0,54.0,17.95,5.8,...,7,2010-05-02 12:00,4.4
122,20100503,1009.3,1012.4,1010.8,2010-05-03 07:58,1007.5,2010-05-03 15:55,26.3,30.2,2010-05-03 12:13,23.3,2010-05-03 05:13,19.9,69,49,2010-05-03 13:06,2.2,350,10.1,40,2010-05-03 15:04,0.0,0.0,0.0,...,0.0,...,8.8,67.8,21.18,6.0,...,8,2010-05-03 13:00,2.9
123,20100504,1007.5,1010.6,1009.0,2010-05-04 00:01,1005.5,2010-05-04 15:52,26.7,30.7,2010-05-04 12:06,23.9,2010-05-04 04:20,20.1,68,54,2010-05-04 13:50,2.5,310,8.3,310,2010-05-04 14:07,0.0,0.0,0.0,...,0.0,...,10.0,76.9,21.33,10.5,...,8,2010-05-04 13:00,5.5
124,20100505,1006.2,1009.2,1007.9,2010-05-05 22:17,1004.7,2010-05-05 15:25,27.9,32.3,2010-05-05 11:03,24.5,2010-05-05 03:13,21.7,70,53,2010-05-05 09:39,3.3,200,12.1,210,2010-05-05 12:11,0.0,0.0,0.0,...,0.0,...,9.3,71.4,20.26,13.9,...,8,2010-05-05 12:00,4.3
125,20100506,1006.4,1009.5,1008.0,2010-05-06 09:28,1004.5,2010-05-06 16:14,27.8,30.5,2010-05-06 12:10,26.0,2010-05-06 04:42,23.0,76,59,2010-05-06 11:54,2.4,190,9.2,270,2010-05-06 13:52,0.0,0.0,0.0,...,0.0,...,4.3,33.0,16.80,15.3,...,8,2010-05-06 13:00,6.4
126,20100507,1005.6,1008.7,1007.0,2010-05-07 09:03,1003.8,2010-05-07 02:38,28.2,31.3,2010-05-07 08:58,26.2,2010-05-07 23:44,22.9,73,58,2010-05-07 09:17,2.3,310,7.6,330,2010-05-07 14:22,0.0,0.0,0.0,...,0.0,...,1.1,8.4,12.25,13.8,...,5,2010-05-07 12:00,8.1
127,20100508,1004.6,1007.7,1006.5,2010-05-08 08:58,1002.7,2010-05-08 15:39,28.2,32.5,2010-05-08 13:31,25.6,2010-05-08 02:17,23.5,76,57,2010-05-08 13:25,2.2,230,8.0,230,2010-05-08 16:15,0.0,0.0,0.0,...,0.0,...,4.2,32.1,16.12,8.6,...,8,2010-05-08 13:00,7.4
128,20100509,1004.0,1007.1,1005.5,2010-05-09 21:59,1001.8,2010-05-09 16:04,29.3,34.2,2010-05-09 15:18,26.7,2010-05-09 06:16,22.6,68,45,2010-05-09 13:07,2.2,310,8.1,290,2010-05-09 16:04,0.0,0.0,0.0,...,0.0,...,9.1,69.5,21.60,14.4,...,9,2010-05-09 13:00,5.9
129,20100510,1005.0,1008.0,1007.8,2010-05-10 20:35,1002.3,2010-05-10 03:17,29.1,34.8,2010-05-10 11:05,25.7,2010-05-10 23:29,21.6,65,42,2010-05-10 11:15,3.0,340,11.1,300,2010-05-10 12:59,0.0,0.0,0.0,...,0.0,...,9.8,74.7,22.26,12.6,...,9,2010-05-10 13:00,4.6
130,20100511,1008.5,1011.6,1010.3,2010-05-11 22:36,1006.5,2010-05-11 01:05,27.4,31.9,2010-05-11 13:09,24.0,2010-05-11 04:33,20.5,67,54,2010-05-11 11:58,2.9,10,9.4,360,2010-05-11 18:40,0.0,0.0,0.0,...,0.0,...,7.9,60.2,20.87,6.9,...,9,2010-05-11 13:00,5.1
131,20100512,1009.3,1012.4,1010.5,2010-05-12 08:31,1007.5,2010-05-12 15:19,27.6,32.1,2010-05-12 15:02,23.7,2010-05-12 05:15,20.4,66,51,2010-05-12 15:01,3.0,320,8.7,320,2010-05-12 13:11,0.0,0.0,0.0,...,0.0,...,9.7,73.8,22.18,7.6,...,8,2010-05-12 13:00,2.3
132,20100513,1008.1,1011.2,1009.7,2010-05-13 00:01,1006.5,2010-05-13 15:17,28.1,32.7,2010-05-13 12:04,25.0,2010-05-13 02:02,20.9,66,51,2010-05-13 11:04,2.3,10,8.6,320,2010-05-13 12:38,0.0,0.0,0.0,...,0.0,...,8.8,66.9,19.94,8.5,...,7,2010-05-13 13:00,4.3
133,20100514,1006.9,1010.0,1008.5,2010-05-14 08:39,1004.8,2010-05-14 16:02,27.3,33.4,2010-05-14 11:58,24.0,2010-05-14 23:31,21.1,70,50,2010-05-14 11:57,3.6,10,10.3,320,2010-05-14 13:09,0.0,0.0,0.0,...,0.0,...,10.3,78.2,22.09,5.1,...,8,2010-05-14 13:00,3.0
134,20100515,1007.0,1010.1,1008.3,2010-05-15 10:42,1005.3,2010-05-15 16:23,26.3,30.7,2010-05-15 13:14,23.3,2010-05-15 04:29,20.6,72,57,2010-05-15 13:41,3.8,10,8.5,320,2010-05-15 10:06,0.0,0.0,0.0,...,0.0,...,2.9,22.0,15.39,3.1,...,8,2010-05-15 13:00,5.6
135,20100516,1007.9,1011.0,1009.3,2010-05-16 08:06,1006.0,2010-05-16 15:20,25.9,32.0,2010-05-16 15:28,22.8,2010-05-16 04:58,20.7,74,51,2010-05-16 15:28,4.6,10,11.6,330,2010-05-16 16:25,0.0,0.0,0.0,...,0.0,...,7.7,58.3,20.04,5.4,...,8,2010-05-16 13:00,2.9
136,20100517,1008.5,1011.5,1009.5,2010-05-17 08:19,1007.3,2010-05-17 15:50,27.6,31.9,2010-05-17 12:07,24.5,2010-05-17 00:01,21.8,71,54,2010-05-17 13:00,1.9,30,7.4,310,2010-05-17 16:21,0.0,0.0,0.0,...,0.0,...,9.4,71.1,21.69,6.2,...,8,2010-05-17 13:00,2.9
137,20100518,1007.9,1011.0,1009.0,2010-05-18 06:45,1006.0,2010-05-18 17:23,28.1,32.1,2010-05-18 11:56,26.2,2010-05-18 05:10,22.3,71,56,2010-05-18 11:56,1.9,250,8.5,270,2010-05-18 14:03,0.0,0.0,0.0,...,0.0,...,11.7,88.4,22.73,11.8,...,9,2010-05-18 12:00,1.9
138,20100519,1007.8,1010.9,1009.3,2010-05-19 08:51,1006.0,2010-05-19 14:36,28.1,31.6,2010-05-19 12:27,25.6,2010-05-19 04:48,22.4,71,56,2010-05-19 10:35,2.2,200,10.2,270,2010-05-19 14:05,0.0,0.0,0.0,...,0.0,...,11.6,87.5,23.64,13.6,...,9,2010-05-19 12:00,2.9
139,20100520,1008.6,1011.7,1009.5,2010-05-20 21:58,1007.2,2010-05-20 06:44,28.6,31.6,2010-05-20 13:02,25.5,2010-05-20 05:56,22.0,68,56,2010-05-20 08:13,2.3,240,9.4,240,2010-05-20 09:31,0.0,0.0,0.0,...,0.0,...,7.0,52.8,18.59,12.8,...,8,2010-05-20 11:00,5.1
140,20100521,1007.5,1010.6,1009.3,2010-05-21 07:12,1005.3,2010-05-21 23:45,29.3,32.8,2010-05-21 10:02,27.2,2010-05-21 04:04,22.6,68,52,2010-05-21 09:34,2.0,280,8.4,260,2010-05-21 11:56,0.0,0.0,0.0,...,0.0,...,11.1,83.6,22.61,19.6,...,9,2010-05-21 13:00,3.5
141,20100522,1004.5,1007.5,1006.7,2010-05-22 08:01,1002.3,2010-05-22 19:12,29.6,32.7,2010-05-22 11:22,26.7,2010-05-22 05:08,23.1,69,53,2010-05-22 12:06,3.4,190,10.6,210,2010-05-22 14:01,0.0,0.0,0.0,...,0.0,...,10.0,75.2,21.97,11.3,...,9,2010-05-22 12:00,5.1
142,20100523,1001.4,1004.4,1003.2,2010-05-23 00:01,1000.3,2010-05-23 15:43,27.3,29.1,2010-05-23 09:23,24.6,2010-05-23 12:47,24.1,83,73,2010-05-23 03:13,4.5,190,16.2,310,2010-05-23 12:26,72.0,11.8,13.5,2010-05-23 12:36,28.0,2010-05-23 12:15,0.0,0.0,1.00,7.9,...,1,2010-05-23 10:00,8.9
143,20100524,1003.4,1006.5,1005.5,2010-05-24 21:23,1000.8,2010-05-24 03:00,27.2,31.1,2010-05-24 12:23,25.1,2010-05-24 06:33,22.0,74,60,2010-05-24 12:42,2.1,220,7.6,200,2010-05-24 16:17,T,0.1,T,2010-05-24 16:25,T,2010-05-24 16:25,1.3,9.8,13.09,7.9,...,6,2010-05-24 13:00,9.3
144,20100525,1005.3,1008.3,1007.2,2010-05-25 21:42,1003.5,2010-05-25 03:48,28.9,32.4,2010-05-25 11:03,25.5,2010-05-25 05:42,21.4,65,50,2010-05-25 10:05,2.0,320,8.6,320,2010-05-25 14:19,0.0,0.0,0.0,...,0.0,...,8.2,61.5,20.99,6.8,...,7,2010-05-25 13:00,4.0
145,20100526,1006.1,1009.2,1007.8,2010-05-26 22:16,1004.7,2010-05-26 15:53,28.9,33.2,2010-05-26 13:18,25.7,2010-05-26 05:05,22.4,69,56,2010-05-26 13:12,2.3,30,8.3,310,2010-05-26 14:51,0.0,0.0,0.0,...,0.0,...,2.3,17.2,12.78,6.8,...,5,2010-05-26 10:00,7.9
